-0.021150868502003612	-0.03188405146487861	-0.04159603617878274	-0.049623493957032166	-0.0558181481927184	-0.06036213653458896	-0.06356245700923231	-0.06572495190205614	-0.06709639720354137	-0.06785133012762234	-0.06809202107851627	-0.06785127172056091	-0.06709695272093345	-0.06572566897897852	-0.06356222262227844	-0.06036184226559951	-0.05581845542019471	-0.04962405916816545	-0.041596649891386825	-0.0318852053801927	-0.02115184543012949
-0.021965501243749148	-0.03407556408557476	-0.04494027968777612	-0.05378365876655423	-0.06047272072949614	-0.06526897785833265	-0.06856865673083577	-0.0707471814101171	-0.07209958029180465	-0.07283290382267538	-0.0730642127773852	-0.07283275097753328	-0.07210012547635616	-0.07074709533158667	-0.06856879800154395	-0.06526944085505064	-0.06047348126477622	-0.05378413191674065	-0.044940743720647595	-0.0340763639866055	-0.021966914629802617
-0.02273161708965266	-0.03612060789276888	-0.048069350892732905	-0.057695324364251455	-0.06486872900721553	-0.06992090930418605	-0.07332793748030789	-0.07553005391453228	-0.07687085532096136	-0.07758545125252014	-0.07780906347562568	-0.07758614242293733	-0.07687129506281767	-0.0755309583131847	-0.07332830375629135	-0.06992246759969378	-0.06486942406671889	-0.0576960796125583	-0.04807078770733394	-0.03612188654941043	-0.022732540112828423
-0.023435334255542055	-0.03795318546694022	-0.05087299946007213	-0.061219518667216165	-0.06886102441926284	-0.0741781717464986	-0.07770742707646887	-0.0799515145347301	-0.08129376408789712	-0.08199898221249285	-0.08221691615880834	-0.08199879738827398	-0.08129400817469926	-0.0799510797513048	-0.07770818562738986	-0.074178358554361	-0.06886078070345623	-0.06121955726309939	-0.05087304597960078	-0.037954570506850735	-0.02343684811743838
-0.0240682205548432	-0.03953441369984659	-0.05328622419862606	-0.06427590062637029	-0.07235494138932169	-0.0779361045202086	-0.08160632829195388	-0.08390855802830957	-0.08526907643843479	-0.08597509437415721	-0.08619179789848795	-0.08597462573062187	-0.08526942737840922	-0.08390944175279767	-0.08160526348571392	-0.07793664990199406	-0.0723548386554394	-0.06427649717383546	-0.053287508069378056	-0.03953538151987912	-0.0240697850334176
-0.024621322015510823	-0.040855592195762805	-0.05529424336299055	-0.06683163743343735	-0.07530432386627281	-0.08113769906874525	-0.08495318260805797	-0.08732966689289758	-0.0887204373576932	-0.08943715947210114	-0.08965652806279671	-0.08943676896615153	-0.08872124740461568	-0.08733032240833133	-0.08495315639803046	-0.08113835063217613	-0.07530395023513022	-0.06683193420759584	-0.05529535102086841	-0.04085699583380163	-0.024622727538375494
-0.02508580448322701	-0.041919009878474196	-0.05690395198181246	-0.06888837802032043	-0.07769375214541197	-0.08375483610313339	-0.08771049729353811	-0.09016474346768907	-0.09159465166350499	-0.09232731297288808	-0.09255008218697537	-0.09232641570150851	-0.09159525487467488	-0.09016478700032804	-0.0877103049157188	-0.08375575242148318	-0.07769389570451145	-0.0688885204717606	-0.056904981025729176	-0.04192047424096695	-0.025085693296942393
-0.025453822289251877	-0.04273428349497087	-0.05813048990661461	-0.07046108538092943	-0.07953219656349172	-0.08578105328390324	-0.08985816799022421	-0.09238622610909006	-0.0938549158058766	-0.09460515327291603	-0.09483413621586462	-0.09460554400100157	-0.09385477032343995	-0.09238672243913011	-0.08985916153063242	-0.0857816381131556	-0.07953238221999771	-0.07046186187612831	-0.0581311047232612	-0.04273571520708003	-0.025455112169453665
-0.025721064460316672	-0.043310636143206876	-0.05899176999199411	-0.07156720995651662	-0.08083171519116608	-0.08721942683801727	-0.09139150661564963	-0.0939788222820503	-0.0954805575020375	-0.09624719343199714	-0.09648100179534769	-0.0962468843300674	-0.09548046691801147	-0.09397892500007692	-0.09139205490451444	-0.08721960291466353	-0.08083132523552787	-0.07156754820001049	-0.058993734744721596	-0.043311145823618384	-0.025721683417973325
-0.025883759314473297	-0.043653364778897606	-0.05950290134133694	-0.07222406721587686	-0.08160446941982749	-0.08807945920475371	-0.09231073248269575	-0.09493520719010541	-0.09645917309779903	-0.09723676642100892	-0.09747329802333457	-0.0972366724545313	-0.0964586542298338	-0.0949354405134699	-0.09231126384377128	-0.08807925750050762	-0.08160533016455712	-0.0722240999199541	-0.05950534182215132	-0.04365370350537895	-0.025885624202754837
